subj_idx,val,matchness,seq,rt,ACC,response
1,Good,match,image_first,0.594,1,1
1,Bad,mismatch,image_first,0.595,1,0
1,Neutral,mismatch,image_first,0.695,1,0
1,Neutral,match,image_first,0.617,1,1
1,Good,match,image_first,0.603,1,1
1,Good,mismatch,image_first,0.589,1,0
1,Neutral,mismatch,image_first,0.69,1,0
1,Bad,match,image_first,0.603,1,1
1,Good,mismatch,image_first,0.681,1,0
1,Good,match,image_first,0.618,1,1
1,Bad,mismatch,image_first,0.729,1,0
1,Neutral,match,image_first,0.663,1,1
1,Bad,match,image_first,0.682,1,1
1,Bad,mismatch,image_first,0.61,1,0
1,Neutral,mismatch,image_first,0.737,1,0
1,Good,mismatch,image_first,0.627,1,0
1,Neutral,match,image_first,0.643,1,1
1,Bad,mismatch,image_first,0.829,1,0
1,Good,match,image_first,0.52,1,1
1,Good,mismatch,image_first,0.768,1,0
1,Bad,match,image_first,0.54,1,1
1,Bad,mismatch,image_first,0.591,1,0
1,Neutral,match,image_first,0.871,0,0
1,Neutral,mismatch,image_first,0.704,1,0
1,Bad,match,image_first,0.648,1,1
1,Good,match,image_first,0.522,1,1
1,Bad,mismatch,image_first,0.724,1,0
1,Good,mismatch,image_first,0.666,1,0
1,Bad,match,image_first,0.654,1,1
1,Bad,match,image_first,0.705,1,1
1,Good,mismatch,image_first,0.706,1,0
1,Neutral,mismatch,image_first,0.713,1,0
1,Bad,mismatch,image_first,0.61,1,0
1,Neutral,match,image_first,0.598,1,1
1,Good,match,image_first,0.543,1,1
1,Neutral,match,image_first,0.577,1,1
1,Neutral,mismatch,image_first,0.698,1,0
1,Good,match,image_first,0.529,1,1
1,Bad,mismatch,image_first,0.77,1,0
1,Neutral,match,image_first,0.642,1,1
1,Neutral,mismatch,image_first,0.673,1,0
1,Bad,match,image_first,0.556,1,1
1,Good,mismatch,image_first,0.663,1,0
1,Bad,match,image_first,0.561,1,1
1,Good,match,image_first,0.611,1,1
1,Good,match,image_first,0.512,1,1
1,Good,mismatch,image_first,0.603,1,0
1,Neutral,match,image_first,0.624,1,1
1,Neutral,mismatch,image_first,0.632,1,0
1,Bad,mismatch,image_first,0.682,1,0
1,Neutral,mismatch,image_first,0.582,1,0
1,Bad,match,image_first,0.608,1,1
1,Good,match,image_first,0.594,1,1
1,Neutral,match,image_first,0.577,1,1
1,Good,mismatch,image_first,0.609,1,0
1,Neutral,mismatch,image_first,0.667,1,0
1,Neutral,match,image_first,0.635,1,1
1,Bad,mismatch,image_first,0.706,1,0
1,Good,match,image_first,0.586,1,1
1,Good,mismatch,image_first,0.636,1,0
1,Bad,match,image_first,0.597,1,1
1,Bad,mismatch,image_first,0.551,1,0
1,Bad,match,image_first,0.659,1,1
1,Good,match,image_first,0.54,1,1
1,Bad,mismatch,image_first,0.907,1,0
1,Neutral,mismatch,image_first,0.627,1,0
1,Bad,mismatch,image_first,0.794,1,0
1,Neutral,match,image_first,0.799,1,1
1,Good,match,image_first,0.535,1,1
1,Good,mismatch,image_first,0.71,1,0
1,Neutral,mismatch,image_first,0.631,1,0
1,Bad,match,image_first,0.597,1,1
1,Neutral,match,image_first,0.713,1,1
1,Good,mismatch,image_first,0.577,1,0
1,Good,mismatch,image_first,0.59,1,0
1,Neutral,match,image_first,0.558,1,1
1,Good,match,image_first,0.511,1,1
1,Neutral,mismatch,image_first,0.593,1,0
1,Bad,mismatch,image_first,0.749,1,0
1,Bad,match,image_first,0.556,1,1
1,Good,mismatch,image_first,0.695,1,0
1,Bad,mismatch,image_first,0.732,1,0
1,Neutral,mismatch,image_first,0.66,1,0
1,Neutral,match,image_first,0.712,1,1
1,Bad,match,image_first,0.589,1,1
1,Good,match,image_first,0.593,1,1
1,Bad,mismatch,image_first,0.631,1,0
1,Good,mismatch,image_first,0.705,1,0
1,Good,match,image_first,0.75,1,1
1,Neutral,match,image_first,0.571,1,1
1,Bad,match,image_first,0.608,1,1
1,Good,mismatch,image_first,0.561,1,0
1,Good,match,image_first,0.462,1,1
1,Neutral,mismatch,image_first,0.744,1,0
1,Neutral,match,image_first,0.566,1,1
1,Bad,match,image_first,0.528,1,1
1,Bad,mismatch,image_first,0.75,1,0
1,Neutral,mismatch,image_first,0.674,1,0
1,Bad,mismatch,image_first,0.802,1,0
1,Good,match,image_first,0.504,1,1
1,Good,match,image_first,0.843,1,1
1,Neutral,match,image_first,0.665,1,1
1,Bad,match,image_first,0.594,1,1
1,Bad,match,image_first,0.673,1,1
1,Bad,mismatch,image_first,0.768,1,0
1,Neutral,mismatch,image_first,0.69,1,0
1,Good,mismatch,image_first,0.66,1,0
1,Neutral,mismatch,image_first,0.672,1,0
1,Good,mismatch,image_first,0.801,1,0
1,Neutral,match,image_first,0.675,1,1
1,Bad,mismatch,image_first,0.744,1,0
1,Bad,match,image_first,0.533,1,1
1,Bad,mismatch,image_first,0.701,1,0
1,Neutral,match,image_first,0.596,1,1
1,Good,match,image_first,0.488,1,1
1,Good,mismatch,image_first,0.636,1,0
1,Neutral,mismatch,image_first,0.678,1,0
1,Good,mismatch,image_first,0.678,1,0
1,Neutral,mismatch,image_first,0.597,1,0
1,Good,match,image_first,0.556,1,1
1,Bad,match,image_first,0.601,1,1
1,Neutral,match,image_first,0.653,1,1
1,Good,mismatch,word_first,0.761,1,0
1,Bad,mismatch,word_first,0.745,1,0
1,Bad,match,word_first,0.639,1,1
1,Good,match,word_first,0.566,1,1
1,Good,match,word_first,0.51,1,1
1,Bad,match,word_first,0.591,1,1
1,Good,mismatch,word_first,0.669,1,0
1,Neutral,match,word_first,0.574,1,1
1,Neutral,match,word_first,0.839,1,1
1,Neutral,mismatch,word_first,0.705,1,0
1,Bad,mismatch,word_first,0.763,1,0
1,Neutral,mismatch,word_first,0.753,1,0
1,Bad,mismatch,word_first,0.626,1,0
1,Good,match,word_first,0.566,1,1
1,Bad,match,word_first,0.664,1,1
1,Good,match,word_first,0.547,1,1
1,Good,mismatch,word_first,0.725,1,0
1,Bad,match,word_first,0.603,1,1
1,Neutral,match,word_first,0.572,1,1
1,Good,mismatch,word_first,0.659,1,0
1,Bad,mismatch,word_first,0.662,1,0
1,Neutral,mismatch,word_first,0.659,1,0
1,Neutral,match,word_first,0.665,1,1
1,Neutral,mismatch,word_first,0.664,1,0
1,Bad,mismatch,word_first,0.741,1,0
1,Neutral,match,word_first,0.748,0,0
1,Neutral,match,word_first,0.598,1,1
1,Bad,match,word_first,0.751,1,1
1,Good,match,word_first,0.591,1,1
1,Neutral,mismatch,word_first,0.565,1,0
1,Bad,mismatch,word_first,0.615,1,0
1,Neutral,mismatch,word_first,0.612,1,0
1,Good,match,word_first,0.506,1,1
1,Good,mismatch,word_first,0.632,1,0
1,Good,mismatch,word_first,0.64,1,0
1,Bad,match,word_first,0.617,1,1
1,Bad,match,word_first,0.616,1,1
1,Good,mismatch,word_first,0.877,1,0
1,Neutral,mismatch,word_first,0.626,1,0
1,Good,match,word_first,0.538,1,1
1,Neutral,mismatch,word_first,0.55,1,0
1,Neutral,match,word_first,0.588,1,1
1,Good,match,word_first,0.542,1,1
1,Neutral,match,word_first,0.636,1,1
1,Bad,match,word_first,0.575,1,1
1,Bad,mismatch,word_first,0.622,1,0
1,Good,mismatch,word_first,0.735,1,0
1,Bad,mismatch,word_first,0.635,1,0
1,Neutral,match,word_first,0.542,1,1
1,Good,match,word_first,0.537,1,1
1,Neutral,mismatch,word_first,0.558,1,0
1,Bad,mismatch,word_first,1.004,1,0
1,Neutral,match,word_first,0.54,1,1
1,Bad,mismatch,word_first,0.653,1,0
1,Bad,match,word_first,0.577,1,1
1,Neutral,mismatch,word_first,0.555,1,0
1,Good,mismatch,word_first,0.579,1,0
1,Good,mismatch,word_first,0.646,1,0
1,Good,match,word_first,0.546,1,1
1,Bad,match,word_first,0.596,1,1
1,Bad,match,word_first,0.668,1,1
1,Neutral,mismatch,word_first,0.614,1,0
1,Neutral,match,word_first,0.765,1,1
1,Good,mismatch,word_first,0.646,1,0
1,Good,match,word_first,0.534,1,1
1,Neutral,match,word_first,0.558,1,1
1,Neutral,mismatch,word_first,0.584,1,0
1,Bad,mismatch,word_first,0.66,1,0
1,Bad,match,word_first,0.58,1,1
1,Bad,mismatch,word_first,0.588,1,0
1,Good,match,word_first,0.507,1,1
1,Good,mismatch,word_first,0.625,1,0
1,Good,match,word_first,0.509,1,1
1,Neutral,match,word_first,0.537,1,1
1,Good,match,word_first,0.526,1,1
1,Good,mismatch,word_first,0.671,1,0
1,Good,mismatch,word_first,0.628,1,0
1,Bad,mismatch,word_first,0.602,1,0
1,Neutral,mismatch,word_first,0.642,1,0
1,Bad,mismatch,word_first,0.676,1,0
1,Bad,match,word_first,0.627,1,1
1,Neutral,mismatch,word_first,0.651,1,0
1,Bad,match,word_first,0.591,1,1
1,Neutral,match,word_first,0.593,1,1
1,Bad,match,word_first,0.825,1,1
1,Good,mismatch,word_first,0.576,1,0
1,Neutral,mismatch,word_first,0.692,1,0
1,Bad,mismatch,word_first,0.932,1,0
1,Neutral,match,word_first,0.681,1,1
1,Good,match,word_first,0.533,1,1
1,Neutral,mismatch,word_first,0.701,1,0
1,Neutral,match,word_first,0.558,1,1
1,Good,match,word_first,0.569,1,1
1,Bad,mismatch,word_first,1.142,1,0
1,Good,mismatch,word_first,0.81,1,0
1,Bad,match,word_first,0.579,1,1
1,Good,match,word_first,0.581,1,1
1,Good,match,word_first,0.537,1,1
1,Bad,match,word_first,0.552,1,1
1,Good,mismatch,word_first,0.725,1,0
1,Bad,mismatch,word_first,0.623,1,0
1,Bad,mismatch,word_first,0.612,1,0
1,Neutral,mismatch,word_first,0.692,1,0
1,Good,mismatch,word_first,0.665,1,0
1,Neutral,match,word_first,0.481,1,1
1,Bad,match,word_first,0.584,1,1
1,Neutral,mismatch,word_first,0.556,1,0
1,Neutral,match,word_first,0.529,1,1
1,Bad,mismatch,word_first,0.546,1,0
1,Neutral,mismatch,word_first,0.564,1,0
1,Neutral,mismatch,word_first,0.564,1,0
1,Good,match,word_first,0.548,1,1
1,Good,match,word_first,0.622,1,1
1,Bad,match,word_first,0.599,1,1
1,Good,mismatch,word_first,0.686,1,0
1,Neutral,match,word_first,0.589,1,1
1,Good,mismatch,word_first,0.668,1,0
1,Bad,match,word_first,0.532,1,1
1,Bad,mismatch,word_first,0.604,1,0
1,Neutral,match,word_first,0.678,1,1
1,Bad,match,word_first,0.63,1,1
1,Good,mismatch,word_first,0.58,1,0
1,Neutral,mismatch,word_first,0.655,1,0
1,Good,match,word_first,0.542,1,1
1,Bad,mismatch,word_first,0.714,1,0
1,Good,match,word_first,0.615,1,1
1,Neutral,match,word_first,0.578,1,1
1,Neutral,match,word_first,0.529,1,1
1,Bad,match,word_first,0.523,1,1
1,Good,mismatch,word_first,0.549,1,0
1,Neutral,mismatch,word_first,0.599,1,0
1,Bad,mismatch,word_first,0.766,1,0
1,Bad,mismatch,word_first,0.67,1,0
1,Bad,match,word_first,0.543,1,1
1,Neutral,match,word_first,0.574,1,1
1,Bad,mismatch,word_first,0.575,1,0
1,Neutral,match,word_first,0.569,1,1
1,Bad,match,word_first,0.556,1,1
1,Good,mismatch,word_first,0.762,1,0
1,Neutral,mismatch,word_first,0.641,1,0
1,Good,match,word_first,0.502,1,1
1,Neutral,mismatch,word_first,0.578,1,0
1,Good,match,word_first,0.49,1,1
1,Good,mismatch,word_first,0.623,1,0
1,Bad,mismatch,word_first,0.736,1,0
1,Bad,match,word_first,0.65,1,1
1,Good,match,word_first,0.589,1,1
1,Good,mismatch,word_first,0.565,1,0
1,Bad,match,word_first,0.559,1,1
1,Good,match,word_first,0.511,1,1
1,Neutral,mismatch,word_first,0.559,1,0
1,Neutral,mismatch,word_first,0.593,1,0
1,Neutral,match,word_first,0.588,1,1
1,Good,mismatch,word_first,0.671,1,0
1,Bad,mismatch,word_first,0.68,1,0
1,Neutral,match,word_first,0.543,1,1
1,Good,match,word_first,0.564,1,1
1,Bad,match,word_first,0.581,1,1
1,Good,match,word_first,0.525,1,1
1,Bad,mismatch,word_first,0.558,1,0
1,Neutral,mismatch,word_first,0.585,1,0
1,Neutral,mismatch,word_first,0.654,1,0
1,Neutral,match,word_first,0.544,1,1
1,Bad,match,word_first,0.508,1,1
1,Good,mismatch,word_first,0.68,1,0
1,Good,mismatch,word_first,0.607,1,0
1,Bad,mismatch,word_first,0.678,1,0
1,Neutral,match,word_first,0.537,1,1
1,Bad,match,word_first,0.671,1,1
1,Bad,mismatch,word_first,0.707,1,0
1,Good,mismatch,word_first,0.628,1,0
1,Neutral,match,word_first,0.567,1,1
1,Good,mismatch,word_first,0.661,1,0
1,Good,match,word_first,0.616,1,1
1,Neutral,mismatch,word_first,0.596,1,0
1,Good,match,word_first,0.651,1,1
1,Bad,mismatch,word_first,0.57,1,0
1,Neutral,match,word_first,0.714,1,1
1,Bad,match,word_first,0.688,1,1
1,Neutral,mismatch,word_first,0.62,1,0
1,Bad,match,word_first,0.571,1,1
1,Bad,mismatch,word_first,0.645,1,0
1,Neutral,mismatch,word_first,0.673,1,0
1,Good,match,word_first,0.55,1,1
1,Good,match,word_first,0.586,1,1
1,Neutral,match,word_first,0.619,1,1
1,Good,mismatch,word_first,0.604,1,0
1,Neutral,match,word_first,0.702,1,1
1,Bad,match,word_first,0.572,1,1
1,Good,mismatch,word_first,0.703,1,0
1,Bad,mismatch,word_first,0.712,1,0
1,Neutral,mismatch,word_first,0.721,1,0
1,Neutral,mismatch,word_first,0.63,1,0
1,Neutral,match,word_first,0.561,1,1
1,Neutral,match,word_first,0.66,1,1
1,Good,match,word_first,0.527,1,1
1,Good,mismatch,word_first,0.726,1,0
1,Bad,match,word_first,0.66,1,1
1,Good,mismatch,word_first,0.77,1,0
1,Bad,mismatch,word_first,0.655,1,0
1,Neutral,mismatch,word_first,0.686,1,0
1,Bad,mismatch,word_first,0.618,1,0
1,Bad,match,word_first,0.632,1,1
1,Good,match,word_first,0.523,1,1
1,Neutral,match,word_first,0.625,1,1
1,Bad,mismatch,word_first,0.574,1,0
1,Bad,mismatch,word_first,0.608,1,0
1,Good,mismatch,word_first,0.658,1,0
1,Neutral,mismatch,word_first,0.608,1,0
1,Neutral,match,word_first,0.593,1,1
1,Good,mismatch,word_first,0.661,1,0
1,Bad,match,word_first,0.572,1,1
1,Neutral,mismatch,word_first,0.6,1,0
1,Good,match,word_first,0.469,1,1
1,Good,match,word_first,0.548,1,1
1,Bad,match,word_first,0.574,1,1
1,Good,match,word_first,0.603,1,1
1,Good,mismatch,word_first,0.601,1,0
1,Neutral,match,word_first,0.571,1,1
1,Bad,mismatch,word_first,0.798,1,0
1,Good,match,word_first,0.508,1,1
1,Neutral,mismatch,word_first,0.679,1,0
1,Bad,match,word_first,0.584,1,1
1,Bad,match,word_first,0.665,1,1
1,Bad,mismatch,word_first,0.606,1,0
1,Neutral,mismatch,word_first,0.687,1,0
1,Neutral,match,word_first,0.625,1,1
1,Good,mismatch,word_first,0.551,1,0
1,Neutral,mismatch,word_first,0.678,1,0
1,Good,match,word_first,0.589,1,1
1,Bad,match,word_first,0.586,1,1
1,Good,match,word_first,0.532,1,1
1,Neutral,mismatch,word_first,0.62,1,0
1,Bad,mismatch,word_first,0.643,1,0
1,Good,mismatch,word_first,0.621,1,0
1,Bad,match,word_first,0.549,1,1
1,Neutral,match,word_first,0.818,1,1
1,Good,mismatch,word_first,0.597,1,0
1,Neutral,match,word_first,0.619,1,1
1,Bad,mismatch,word_first,0.713,1,0
1,Good,mismatch,simultaneous,0.98,1,0
1,Good,mismatch,simultaneous,0.779,1,0
1,Good,match,simultaneous,0.738,1,1
1,Neutral,match,simultaneous,0.763,1,1
1,Good,match,simultaneous,0.66,1,1
1,Bad,match,simultaneous,0.677,1,1
1,Neutral,mismatch,simultaneous,0.737,1,0
1,Bad,match,simultaneous,0.708,1,1
1,Bad,mismatch,simultaneous,0.792,1,0
1,Neutral,mismatch,simultaneous,0.827,1,0
1,Bad,mismatch,simultaneous,0.718,1,0
1,Neutral,match,simultaneous,0.743,1,1
1,Bad,match,simultaneous,0.646,1,1
1,Good,match,simultaneous,0.707,1,1
1,Bad,mismatch,simultaneous,0.84,1,0
1,Neutral,match,simultaneous,0.652,1,1
1,Neutral,match,simultaneous,0.664,1,1
1,Good,mismatch,simultaneous,0.706,1,0
1,Neutral,mismatch,simultaneous,0.704,1,0
1,Good,match,simultaneous,0.636,1,1
1,Bad,mismatch,simultaneous,0.695,1,0
1,Good,mismatch,simultaneous,0.787,1,0
1,Bad,match,simultaneous,0.627,1,1
1,Neutral,mismatch,simultaneous,0.667,0,1
1,Bad,match,simultaneous,0.656,1,1
1,Bad,mismatch,simultaneous,0.783,1,0
1,Good,match,simultaneous,0.698,1,1
1,Bad,mismatch,simultaneous,0.688,1,0
1,Good,mismatch,simultaneous,0.741,1,0
1,Neutral,match,simultaneous,0.727,1,1
1,Neutral,mismatch,simultaneous,0.709,1,0
1,Good,mismatch,simultaneous,1.023,1,0
1,Bad,match,simultaneous,0.665,1,1
1,Neutral,mismatch,simultaneous,0.838,1,0
1,Good,match,simultaneous,0.666,1,1
1,Neutral,match,simultaneous,0.79,1,1
1,Good,match,simultaneous,0.81,1,1
1,Bad,match,simultaneous,0.675,1,1
1,Good,match,simultaneous,0.653,1,1
1,Neutral,mismatch,simultaneous,0.849,1,0
1,Bad,mismatch,simultaneous,0.915,1,0
1,Bad,match,simultaneous,0.909,1,1
1,Neutral,mismatch,simultaneous,0.667,1,0
1,Good,mismatch,simultaneous,0.84,1,0
1,Neutral,match,simultaneous,0.662,1,1
1,Good,mismatch,simultaneous,0.768,1,0
1,Bad,mismatch,simultaneous,0.782,1,0
1,Neutral,match,simultaneous,0.694,1,1
1,Neutral,match,simultaneous,0.662,1,1
1,Neutral,match,simultaneous,0.583,1,1
1,Bad,mismatch,simultaneous,0.661,1,0
1,Neutral,mismatch,simultaneous,0.84,1,0
1,Good,match,simultaneous,0.641,1,1
1,Bad,match,simultaneous,0.759,1,1
1,Bad,match,simultaneous,0.693,1,1
1,Good,mismatch,simultaneous,0.787,1,0
1,Good,match,simultaneous,0.656,1,1
1,Bad,mismatch,simultaneous,0.877,1,0
1,Good,mismatch,simultaneous,1.062,1,0
1,Neutral,mismatch,simultaneous,0.714,1,0
1,Good,match,simultaneous,0.822,1,1
1,Bad,match,simultaneous,0.665,1,1
1,Good,mismatch,simultaneous,0.678,1,0
1,Bad,mismatch,simultaneous,0.779,1,0
1,Neutral,match,simultaneous,0.742,1,1
1,Good,match,simultaneous,0.629,1,1
1,Neutral,mismatch,simultaneous,0.702,1,0
1,Bad,mismatch,simultaneous,0.71,1,0
1,Good,mismatch,simultaneous,0.735,1,0
1,Bad,match,simultaneous,0.704,1,1
1,Neutral,mismatch,simultaneous,0.712,1,0
1,Neutral,match,simultaneous,0.668,1,1
1,Neutral,match,simultaneous,0.655,1,1
1,Bad,match,simultaneous,0.814,1,1
1,Good,match,simultaneous,0.577,1,1
1,Good,mismatch,simultaneous,0.745,1,0
1,Bad,mismatch,simultaneous,0.7,0,1
1,Bad,mismatch,simultaneous,0.802,1,0
1,Good,match,simultaneous,0.721,1,1
1,Good,mismatch,simultaneous,0.893,1,0
1,Neutral,match,simultaneous,0.63,1,1
1,Neutral,mismatch,simultaneous,0.786,1,0
1,Bad,match,simultaneous,0.681,1,1
1,Neutral,mismatch,simultaneous,0.773,1,0
1,Neutral,match,simultaneous,0.635,1,1
1,Bad,mismatch,simultaneous,0.714,1,0
1,Good,mismatch,simultaneous,0.748,1,0
1,Good,mismatch,simultaneous,0.806,1,0
1,Good,match,simultaneous,0.652,1,1
1,Neutral,mismatch,simultaneous,0.711,1,0
1,Neutral,match,simultaneous,0.743,1,1
1,Good,match,simultaneous,0.648,1,1
1,Neutral,mismatch,simultaneous,0.692,1,0
1,Bad,match,simultaneous,0.665,1,1
1,Bad,match,simultaneous,0.926,0,0
1,Bad,mismatch,simultaneous,0.651,1,0
1,Bad,match,simultaneous,0.61,1,1
1,Neutral,mismatch,simultaneous,0.827,1,0
1,Bad,mismatch,simultaneous,0.822,1,0
1,Good,match,simultaneous,0.628,1,1
1,Good,mismatch,simultaneous,0.993,1,0
1,Neutral,match,simultaneous,0.625,1,1
1,Good,mismatch,simultaneous,0.778,1,0
1,Neutral,mismatch,simultaneous,0.739,1,0
1,Good,match,simultaneous,0.645,1,1
1,Bad,match,simultaneous,0.771,1,1
1,Neutral,match,simultaneous,0.712,1,1
1,Bad,mismatch,simultaneous,0.767,1,0
1,Bad,mismatch,simultaneous,0.742,1,0
1,Good,mismatch,simultaneous,0.806,1,0
1,Neutral,mismatch,simultaneous,0.689,1,0
1,Bad,match,simultaneous,0.622,1,1
1,Good,mismatch,simultaneous,0.668,1,0
1,Neutral,match,simultaneous,0.642,1,1
1,Good,match,simultaneous,0.627,1,1
1,Neutral,match,simultaneous,0.749,1,1
1,Good,match,simultaneous,0.612,1,1
1,Bad,mismatch,simultaneous,0.746,1,0
1,Neutral,mismatch,simultaneous,0.792,1,0
1,Bad,match,simultaneous,0.702,1,1
1,Neutral,match,simultaneous,0.668,1,1
1,Neutral,mismatch,simultaneous,0.732,1,0
1,Neutral,mismatch,simultaneous,0.862,1,0
1,Good,mismatch,simultaneous,0.793,1,0
1,Good,match,simultaneous,0.585,1,1
1,Bad,mismatch,simultaneous,0.776,1,0
1,Bad,match,simultaneous,0.631,1,1
1,Good,mismatch,simultaneous,1.066,1,0
1,Good,match,simultaneous,0.666,1,1
1,Bad,match,simultaneous,0.648,1,1
1,Neutral,match,simultaneous,0.732,1,1
1,Bad,mismatch,simultaneous,0.684,1,0
1,Good,match,simultaneous,0.573,1,1
1,Neutral,mismatch,simultaneous,0.758,1,0
1,Bad,match,simultaneous,0.669,1,1
1,Good,match,simultaneous,0.652,1,1
1,Neutral,match,simultaneous,0.625,1,1
1,Bad,mismatch,simultaneous,0.671,1,0
1,Good,mismatch,simultaneous,0.888,1,0
1,Good,mismatch,simultaneous,0.73,1,0
1,Neutral,mismatch,simultaneous,0.619,1,0
1,Neutral,match,simultaneous,0.646,1,1
1,Bad,mismatch,simultaneous,0.717,1,0
1,Bad,match,simultaneous,0.655,1,1
1,Bad,mismatch,simultaneous,0.811,1,0
1,Good,match,simultaneous,0.615,1,1
1,Good,mismatch,simultaneous,0.738,1,0
1,Neutral,match,simultaneous,0.618,1,1
1,Neutral,match,simultaneous,0.681,1,1
1,Bad,match,simultaneous,0.686,1,1
1,Neutral,mismatch,simultaneous,0.788,1,0
1,Good,match,simultaneous,0.587,1,1
1,Bad,mismatch,simultaneous,0.678,1,0
1,Good,mismatch,simultaneous,0.817,1,0
