subj_idx,Bad_match_I,Bad_match_S,Bad_match_W,Bad_mismatch_I,Bad_mismatch_S,Bad_mismatch_W,Good_match_I,Good_match_S,Good_match_W,Good_mismatch_I,Good_mismatch_S,Good_mismatch_W,Neutral_match_I,Neutral_match_S,Neutral_match_W,Neutral_mismatch_I,Neutral_mismatch_S,Neutral_mismatch_W
11,6.716836874962664,6.9542298390384865,6.75890073502109,6.659582339625069,6.828712071641684,6.651605000981114,6.361647841071506,6.760083565252588,6.385700173264597,6.583478376060801,6.850338008112186,6.634731907539016,6.591854208105089,6.770757568151845,6.612880735948852,6.691924666420201,6.876889865920577,6.68896122921602
12,6.435280026361715,6.5722825426940075,6.442867950882643,6.545694428481259,6.554669943795427,6.480782757922811,6.272122004622799,6.387300106240303,6.359049457312098,6.468408323437659,6.5525464412514625,6.406879986069314,6.350272350020193,6.4289333957910095,6.363341534039818,6.474444515742197,6.557299053904772,6.46031619729108
13,6.492713207810376,6.594036012234092,6.364084275294333,6.608231946139126,6.655564891123771,6.483489541410255,6.173681931809546,6.437271534499525,6.212606095751519,6.49290249420125,6.636479550102823,6.522352280072746,6.447497939372536,6.592339784886534,6.370709255783202,6.4907758590191715,6.681272826402413,6.462878471742095
14,6.3896412544717265,6.600599096694977,6.448009963960902,6.38052388364644,6.578788141846697,6.393495192767512,6.329160524448912,6.584679395670836,6.491269667590507,6.44778118537358,6.5317934930744475,6.473582006737229,6.42224378672309,6.587708934173561,6.479037536641944,6.417276796547016,6.546294464924647,6.44763208880532
15,6.523641677528235,6.675823221634848,6.617367795818863,6.6222422809580515,6.740890786734803,6.6457936361543775,6.488867150541832,6.590820663692918,6.5442438325096886,6.518105621179539,6.743138562431628,6.690481563200509,6.413760896048595,6.575153320939023,6.452088385836454,6.47420836557053,6.692190082120007,6.658634361563652
16,6.320038881881448,6.477603327497729,6.329995103495349,6.429414287619748,6.527918403644476,6.393465328024928,6.303432645439918,6.469568294460521,6.337303971232075,6.412323382002743,6.56187896228563,6.361000186637262,6.267251831907614,6.4698213491561924,6.247298660735895,6.339830063175573,6.532259643073315,6.380080163120653
17,6.543039435476744,6.679133788153663,6.560700578420395,6.575716443541923,6.751179438606599,6.662294221964318,6.423496682600868,6.72615604189764,6.317570741480017,6.59618223332557,6.787378364888506,6.588061493599742,6.545436734216664,6.679599185844383,6.402365305714788,6.620704586115679,6.778305769688948,6.5724573525886925
18,6.455707128042824,6.699649605032468,6.565225845639339,6.539883429219081,6.622266877106073,6.495183899953621,6.354901300620041,6.625320675711262,6.432197794053605,6.407133825390388,6.6963138236143305,6.431722701284479,6.512444324867596,6.612477767408525,6.37815807515541,6.502303684296179,6.71889237414476,6.51170287491208
19,6.432679347876549,6.704449368356733,6.465303716661032,6.665749043102526,6.902916002341388,6.610441383506743,6.550246654294827,6.724910508412647,6.534977349133003,6.648914529368654,6.7903784108285645,6.664753693431406,6.694889611159913,6.7381524945959574,6.57364137042905,6.692869207314782,6.751182127107477,6.7744450600535915
20,6.87292225914189,6.996654578606148,6.667345464412617,6.6097292939605605,6.8133600650842,6.479115813046067,6.614347443883185,6.776867006776648,6.519341338355302,6.564771890745266,6.793621825491626,6.54527597651167,6.594378382492115,6.702823264731865,6.513312534155708,6.554006452712794,6.7784435425017975,6.501368693812784
21,6.365481986856319,6.5634938105475715,6.3844915100955175,6.490192285675836,6.659133650430951,6.531278422032684,6.340107319349451,6.565481631286344,6.420311562776046,6.548290733434657,6.684019447041222,6.512278581733238,6.39196006226198,6.435027943814805,6.355685274205979,6.534608418503007,6.656822920560389,6.482172493954872
22,6.406729959814438,6.610288114549746,6.441096050986792,6.471229407920601,6.593229633633942,6.409641311477741,6.2909041511711115,6.462469277648659,6.264500411894114,6.424229051189047,6.599118336710283,6.3481074392510095,6.537486045842076,6.618738983517219,6.335965690115006,6.410352675548287,6.56921604272342,6.435482410292359
23,6.382860559767727,6.501331378045661,6.376018079931041,6.462849433517142,6.556640883365983,6.2959491082357975,6.2560530567549275,6.425613413649668,6.210124377340744,6.418364935936212,6.51097647340859,6.321700446924777,6.3803832591017375,6.48768401848461,6.27606897179,6.4059365897729315,6.5327555625500855,6.30350816690112
24,6.903658664007574,6.860355324493853,6.6958375442481755,6.74043070319409,6.841896588558829,6.678148578752818,6.534006837425541,6.624235472441854,6.461591524009241,6.726198135831967,6.883092527057043,6.732837823006007,6.798436321737883,6.816127200802605,6.683326179482613,6.774419785535464,6.825988864356752,6.716377453081136
25,6.472346294500901,6.528083223054705,6.336825731146441,6.481109093952496,6.497962638781519,6.4092854395878645,6.202316650914342,6.36705808476948,6.140408645992801,6.4546743169323095,6.544728156274638,6.325612656465103,6.465552087728682,6.495704013547618,6.3306117741784975,6.500557902131683,6.509827483306481,6.372608501404198
26,6.710726093315908,6.778784897685177,6.635454308568659,6.714596836299046,6.853328425150589,6.7041315095372465,6.855709822092033,6.907347788561784,6.763257856183017,6.744822909498827,6.844735603813835,6.7125291941505205,6.690319093834594,6.8105405088187405,6.597691255637225,6.728474256366019,6.843720334732143,6.771255198446699
27,6.531146120142587,6.579215598840347,6.52788096790915,6.581207985737733,6.668696272362028,6.5722825426940075,6.537174572727475,6.580084198313993,6.5086906963707865,6.582451214740772,6.721847298652762,6.562555595059727,6.445283216151748,6.618844381658796,6.503712236182708,6.551929395339096,6.670332633327609,6.632947244290304
28,6.4426463179464575,6.515141448845227,6.431180104353363,6.371355404096716,6.562332579893772,6.369800252533506,6.313447397089752,6.482276949975946,6.399718555408946,6.444253543463051,6.601837771599074,6.382069792309123,6.323013972265978,6.494652973474465,6.229859621462476,6.234251730567388,6.566672429803241,6.356508221486346
29,6.7976449386544235,6.776930424458375,6.532334292222349,6.86542447133702,6.877608425084225,6.7248460495424345,6.713259921256474,6.797626468610269,6.511303482717413,6.862333758879141,6.915829735499671,6.808671320758238,6.558488722484126,6.6339938807900145,6.465267041264179,6.732085235952613,6.833247226807075,6.680532907759702
30,6.340498531016525,6.464465325149561,6.405906337987317,6.3453731683017445,6.482715209967526,6.362010786956719,6.338594078203183,6.45556134223037,6.345587626697638,6.3932905631127745,6.508616272676662,6.412474866551609,6.291046685914196,6.4253641291253585,6.271224698841087,6.266441247062209,6.52176594737463,6.38130827431319
31,6.65015776050787,6.656240058343022,6.491187092529309,6.722509450670936,6.689861083554071,6.5438296222462125,6.394050514465303,6.529053808143187,6.347345425860386,6.670574267992339,6.700954723144449,6.6212280949454865,6.508181871578615,6.640529215097739,6.520334717704239,6.655869258802273,6.709473702609453,6.597266070213878
32,6.4012791567642395,6.568760945628187,6.408148538820934,6.336080227430989,6.591970280922868,6.510375814825781,6.289576414659497,6.537768683620892,6.5086035329305645,6.485667482209418,6.625023894589144,6.519921324579915,6.372918183145912,6.578854307857243,6.47198016549736,6.359963066281563,6.627280504779708,6.567745212667617
33,6.560740484894137,6.678342114654332,6.638167767341814,6.633250954620477,6.8326425287036265,6.709996256399312,6.642131161508135,6.662493922414308,6.689016076767266,6.716421808027163,6.812931647460664,6.779711447616693,6.532172545355842,6.6932258352708,6.625619701013899,6.6679191240954445,6.7881051167138216,6.742984681433351
34,6.538748976303068,6.782645467939293,6.513638039567534,6.597495450071526,6.798916498947986,6.5918847469915045,6.3591845195294345,6.648916372080315,6.472980183829206,6.596104016417359,6.810925524155645,6.624563111803208,6.420894574775241,6.774909365648708,6.536220472136381,6.597929841844667,6.8308173954726055,6.594273143336036
35,6.333906325465403,6.475388691962178,6.286243090467657,6.386923621057192,6.55497236515823,6.357568581335566,6.112035715100564,6.288335045614169,6.133119902088672,6.3127929303309225,6.4955104838885935,6.264431741973229,6.373461986520018,6.49176125161818,6.203521224512682,6.449487914963322,6.554444632811823,6.347437856069563
36,6.239530239905521,6.379630343621939,6.1617481253424575,6.384808875403726,6.492581907494303,6.214608098422191,6.15887852755316,6.312897518862305,6.081858355117447,6.290282303709658,6.4906368192752595,6.216028142314015,6.189158789352828,6.419994928147142,6.1843659048272235,6.265451291529357,6.436150368369428,6.231540849872041
37,6.712272491910359,6.647322481364394,6.453873621112511,6.712169671731585,6.754095931422862,6.599416881604696,6.466844323939674,6.605264090876648,6.502790045915623,6.68979359109326,6.741521794173913,6.567127360640923,6.682651474292741,6.738678948938203,6.591559413631854,6.698268054115413,6.789801176063005,6.582960540154603
38,6.619035631398362,6.866341893408444,6.6841602368724065,6.670252366987616,6.801687442524852,6.609820830066004,6.703051771295052,6.870799498930293,6.627814593096579,6.786497463263916,6.835829539410549,6.70315305565878,6.7019918655379245,6.841823194693743,6.709151889613899,6.659085997861493,6.90480976875238,6.625880870756776
39,6.81274505418681,6.938715472063713,6.665365195722063,6.796066538552729,6.91986028826204,6.635712182516614,6.511354231043787,6.755031358627126,6.489924557150959,6.716145000994497,6.924526889421744,6.659338127371361,6.666874707471229,6.9238473268817815,6.599053839306281,6.821797891804594,6.877652867473383,6.719348578532235
40,6.5098397261306555,6.657449270646311,6.518485895430722,6.556279152952775,6.633816175673417,6.4914169857503365,6.33092339080354,6.558197802812269,6.489750336302023,6.474499672681916,6.607065900192978,6.489738757433877,6.46374598558086,6.6028893694300885,6.501790045832291,6.507762669401212,6.6327109613572715,6.47480038059639
