subj_idx,matchness,valence,condition,N,countN,ACC
37,match,triangle,simultaneous,40,31,0.775
37,match,triangle,word_first,40,30,0.75
37,mismatch,circle,image_first,40,31,0.775
37,mismatch,circle,simultaneous,40,37,0.925
37,mismatch,circle,word_first,40,33,0.825
37,mismatch,square,image_first,40,37,0.925
37,mismatch,square,simultaneous,40,33,0.825
37,mismatch,square,word_first,40,35,0.875
37,mismatch,triangle,image_first,40,37,0.925
37,mismatch,triangle,simultaneous,40,37,0.925
37,mismatch,triangle,word_first,40,35,0.875
38,match,circle,image_first,40,39,0.975
38,match,circle,simultaneous,40,39,0.975
38,match,circle,word_first,39,36,0.9230769230769231
38,match,square,image_first,39,38,0.9743589743589743
38,match,square,simultaneous,40,40,1
38,match,square,word_first,40,40,1
38,match,triangle,image_first,39,31,0.7948717948717948
38,match,triangle,simultaneous,40,37,0.925
38,match,triangle,word_first,40,34,0.85
38,mismatch,circle,image_first,40,39,0.975
38,mismatch,circle,simultaneous,40,40,1
38,mismatch,circle,word_first,39,38,0.9743589743589743
38,mismatch,square,image_first,39,38,0.9743589743589743
38,mismatch,square,simultaneous,40,37,0.925
38,mismatch,square,word_first,40,40,1
38,mismatch,triangle,image_first,40,38,0.95
38,mismatch,triangle,simultaneous,39,36,0.9230769230769231
38,mismatch,triangle,word_first,40,39,0.975
39,match,circle,image_first,39,36,0.9230769230769231
39,match,circle,simultaneous,39,33,0.8461538461538461
39,match,circle,word_first,40,39,0.975
39,match,square,image_first,40,39,0.975
39,match,square,simultaneous,39,30,0.7692307692307693
39,match,square,word_first,40,33,0.825
39,match,triangle,image_first,39,36,0.9230769230769231
39,match,triangle,simultaneous,40,36,0.9
39,match,triangle,word_first,39,34,0.8717948717948718
39,mismatch,circle,image_first,40,35,0.875
39,mismatch,circle,simultaneous,39,33,0.8461538461538461
39,mismatch,circle,word_first,40,38,0.95
39,mismatch,square,image_first,40,33,0.825
39,mismatch,square,simultaneous,38,29,0.7631578947368421
39,mismatch,square,word_first,40,36,0.9
39,mismatch,triangle,image_first,39,29,0.7435897435897436
39,mismatch,triangle,simultaneous,38,31,0.8157894736842105
39,mismatch,triangle,word_first,40,34,0.85
40,match,circle,image_first,40,39,0.975
40,match,circle,simultaneous,40,35,0.875
40,match,circle,word_first,40,35,0.875
40,match,square,image_first,40,40,1
40,match,square,simultaneous,40,36,0.9
40,match,square,word_first,40,36,0.9
40,match,triangle,image_first,40,40,1
40,match,triangle,simultaneous,40,38,0.95
40,match,triangle,word_first,40,38,0.95
40,mismatch,circle,image_first,40,39,0.975
40,mismatch,circle,simultaneous,40,40,1
40,mismatch,circle,word_first,40,40,1
40,mismatch,square,image_first,40,36,0.9
40,mismatch,square,simultaneous,40,39,0.975
40,mismatch,square,word_first,40,40,1
40,mismatch,triangle,image_first,40,39,0.975
40,mismatch,triangle,simultaneous,40,39,0.975
40,mismatch,triangle,word_first,40,38,0.95
